项目id	SKUid	SKU名称	SKUurl	项目匹配词	SKU关键词	SKU价格	SKU销量	相似度
206	1075383906	新款Hi-PEEL 智能手表Hi777 商务手表手机 土豪金(限量版)	http://item.jd.com/1075383906.html	时尚,智能,手环	商务,Hi777,手环,PEEL,手表手机,电话设备,限量版,手表,腕表,手机,土豪,时尚,Hi777G,Hi,新款,Hi-PEEL,智能,经典,穿戴	1314.0	101	0.166666666667
206	1075426988	CASMELY 韩国智能手镯/智能可穿戴手环 时尚靓丽 白色	http://item.jd.com/1075426988.html	时尚,智能,手环	智能,手镯,可穿戴,时尚,CASMELY,韩国,手环,白色,靓丽	698.0	2	0.166666666667
206	1075427049	CASMELY 韩国智能手镯/智能可穿戴手环 时尚靓丽 蓝色	http://item.jd.com/1075427049.html	时尚,智能,手环	蓝色,手镯,可穿戴,时尚,CASMELY,韩国,手环,智能,靓丽	698.0	1	0.166666666667
206	1075434423	CASMELY 韩国智能手镯/智能可穿戴手环 时尚靓丽 白色	http://item.jd.com/1075434423.html	时尚,智能,手环	智能,手镯,可穿戴,时尚,CASMELY,韩国,手环,白色,靓丽	688.0	1	0.166666666667
206	1076033665	新款Hi-PEEL智能手表 Hi999商务智能穿戴式手表手机 银色	http://item.jd.com/1076033665.html	时尚,智能,手环	打电话,手环,智能,设备,穿戴,PEEL,Hi999,环表,Hi-PEEL,腕表,手机,商务,时尚,商务智能,Hi,手腕,手表手机,新款,银色,手表	850.666666667	200	0.166666666667
206	1076046855	新款Hi-PEEL智能手表 Hi999商务智能穿戴式手表手机 黑色	http://item.jd.com/1076046855.html	时尚,智能,手环	打电话,手环,智能,设备,穿戴,PEEL,手表手机,Hi999,新型,环表,手表,腕表,手机,商务,时尚,商务智能,Hi,手腕,Hi-PEEL,新款,黑色	848.0	39	0.166666666667
206	1076593849	亿康云健康 APP智能手环运动手环计步器运动追踪睡眠监督颜色随机发货	http://item.jd.com/1076593849.html	运动手环,运动,睡眠	运动手环,APP,运动,睡眠,随机,发货,计步器,亿康,健康,监督,智能手环,康云,颜色,追踪	690.0	9	0.166666666667
206	1078350069	新款 Hi-PEEL智能手表Hi900 蓝牙手表 可打电话手表 黑色	http://item.jd.com/1078350069.html	时尚,智能,手环	打电话,手腕,PEEL,腕表,手环,蓝牙,Hi900,安卓,表可,潮流,连接,Hi,蓝牙手表,黑色,设备,穿戴,环表,新款,Hi-PEEL,智能,时尚,手表,苹果	596.958333333	26	0.166666666667
206	1078350070	新款 Hi-PEEL智能手表Hi900 蓝牙手表 可打电话手表 白色	http://item.jd.com/1078350070.html	时尚,智能,手环	打电话,智能,穿戴,PEEL,安卓,Hi900,Hi-PEEL,连接,腕表,时尚,Hi,白色,手环,手表,新款,蓝牙手表,蓝牙,苹果,潮流	595.142857143	16	0.166666666667
206	1078350071	新款 Hi-PEEL智能手表Hi900 蓝牙手表 可打电话手表 浅蓝色	http://item.jd.com/1078350071.html	时尚,智能,手环	打电话,智能,穿戴,PEEL,安卓,Hi900,Hi-PEEL,连接,腕表,时尚,Hi,蓝牙手表,手环,手表,新款,蓝牙,浅蓝色,苹果,潮流	595.5	3	0.166666666667
206	1083022665	新型Hi-PEEL 智能手表Hi999 男人本色时尚型手表手机 黑色	http://item.jd.com/1083022665.html	时尚,智能,手环	打电话,智能,设备,穿戴,PEEL,本色,Hi999,男人,手表手机,手表,腕表,手机,商务,时尚,Hi,手环,Hi-PEEL,新款,黑色,新型	858.0	69	0.166666666667
206	1083022666	新款Hi-PEEL 智能手表Hi999 男人本色时尚型智能穿戴式手环表手机 银色	http://item.jd.com/1083022666.html	时尚,智能,手环	打电话,智能,设备,穿戴,PEEL,本色,Hi999,男人,手表手机,手表,腕表,手机,商务,时尚,Hi,手环,Hi-PEEL,新款,银色	888.0	186	0.166666666667
206	1083246446	新款 Hi-PEEL智能手表Hi900 蓝牙手表 可打电话手表 粉红色	http://item.jd.com/1083246446.html	时尚,智能,手环	打电话,智能,穿戴,PEEL,安卓,Hi900,Hi-PEEL,粉红色,腕表,时尚,Hi,蓝牙手表,手环,手表,新款,蓝牙,潮流,苹果,连接	595.5	6	0.166666666667
206	1083246447	新款 Hi-PEEL智能手表Hi900 蓝牙手表 可打电话手表 黄色	http://item.jd.com/1083246447.html	时尚,智能,手环	打电话,智能,穿戴,PEEL,安卓,Hi900,Hi-PEEL,时尚,黄色,腕表,连接,Hi,蓝牙手表,手环,手表,新款,蓝牙,潮流,苹果,橙色	598.0	6	0.166666666667
206	1083249115	新款Hi-PEEL智能手表Hi900 蓝牙手表 可打电话 智能穿戴式手环表手机 黑色	http://item.jd.com/1083249115.html	时尚,智能,手环	打电话,手环,PEEL,腕表,手腕,蓝牙,Hi900,安卓,潮流,手机,配对,Hi,蓝牙手表,黑色,设备,穿戴,环表,新款,Hi-PEEL,智能,时尚,同步,手表,苹果	596.425531915	99	0.166666666667
206	1083249116	新款Hi-PEEL智能手表Hi900 蓝牙手表 可打电话 智能穿戴式手环表手机 白色	http://item.jd.com/1083249116.html	时尚,智能,手环	打电话,PEEL,腕表,手环,蓝牙,Hi900,安卓,潮流,手机,配对,Hi,白色,蓝牙手表,设备,穿戴,新款,Hi-PEEL,智能,时尚,同步,手表,苹果	596.75	45	0.166666666667
206	1083249117	新款Hi-PEEL智能手表Hi900 蓝牙手表 可打电话 智能穿戴式手表 粉红色	http://item.jd.com/1083249117.html	时尚,智能,手环	打电话,智能,设备,新款,PEEL,安卓,Hi900,Hi-PEEL,粉红色,腕表,时尚,Hi,蓝牙手表,同步,手环,手表,穿戴,蓝牙,潮流,苹果,配对	596.75	21	0.166666666667
206	1083249118	新款Hi-PEEL智能手表Hi900 蓝牙手表 可打电话 智能穿戴式手环表手机 浅蓝色	http://item.jd.com/1083249118.html	时尚,智能,手环	打电话,PEEL,腕表,手环,蓝牙,Hi900,安卓,潮流,手机,配对,Hi,蓝牙手表,设备,穿戴,新款,Hi-PEEL,智能,时尚,同步,手表,浅蓝色,苹果	595.878787879	23	0.166666666667
206	1083249119	新款Hi-PEEL智能手表Hi900 蓝牙手表 可打电话手表 橙色	http://item.jd.com/1083249119.html	时尚,智能,手环	打电话,手环,PEEL,腕表,手腕,蓝牙,Hi900,安卓,潮流,配对,Hi,蓝牙手表,设备,环表,新款,Hi-PEEL,智能,时尚,同步,手表,苹果,橙色	596.333333333	14	0.166666666667
206	1083522904	新款Hi-PEEL智能手表 Hi777G经典时尚智能穿戴式手表手机 土豪金(限量版 棕表带 大SIM卡	http://item.jd.com/1083522904.html	时尚,智能,手环	打电话,PEEL,腕表,手环,Hi777,限量版,经典,手机,Hi777G,表带,Hi,设备,穿戴,手表,新款,Hi-PEEL,智能,商务,土豪,时尚,SIM卡,手表手机	1314.0	27	0.166666666667
206	1083522906	新款Hi-PEEL智能手表Hi777G　经典时尚穿戴式手环腕表手机可打电话设备 土豪金 黑表带 大SIM卡	http://item.jd.com/1083522906.html	时尚,智能,手环	打电话,PEEL,腕表,手环,Hi777,限量版,经典,手机,Hi777G,表带,Hi,设备,穿戴,手表,新款,Hi-PEEL,智能,商务,土豪,时尚,SIM卡,手表手机	1314.0	7	0.166666666667
206	1085337680	克郎托天wacle手环α磁性保健户外运动时尚手环男女通用运动磁石医疗商务手镯日本进口 黑银色 M	http://item.jd.com/1085337680.html	运动,时尚,手环	wacle,手环,磁性,手镯,磁石,Colantotte,保健,克郎托天（Colantotte）,商务,克郎,时尚,进口,托天,日本,银色,男女,户外运动,医疗,运动	185.0	2	0.166666666667
206	1089843	唯动（vidonn） 智能手环 X5 运动计步 卡路里 睡眠管理 ios/Android/pc通用 蓝牙4.0 防水 玫红	http://item.jd.com/1089843.html	运动,计步,卡路里,防水,睡眠	vidonn,取件,卡路里,误够,玫红,唯动（vidonn）,通用,唯动,ios,防水,睡眠,蓝牙,管理,pc,运动,计步,智能手环,Android,备件,条码,X5	150.5	448	0.277777777778
206	1089920	唯动（vidonn） 智能手环 X5 运动计步 卡路里 睡眠管理 ios/Android/pc通用 蓝牙4.0 防水 炫黑	http://item.jd.com/1089920.html	运动,计步,卡路里,防水,睡眠	炫黑,唯动（vidonn）,唯动,防水,Android,null,通用,管理,备件,睡眠,蓝牙,pc,运动,X5,vidonn,卡路里,误够,取件,ios,智能手环,条码,计步	136.9	2163	0.277777777778
206	1089921	唯动（vidonn） 智能手环 X5 运动计步 卡路里 睡眠管理 ios/Android/pc通用 蓝牙4.0 防水 宝石蓝	http://item.jd.com/1089921.html	运动,计步,卡路里,防水,睡眠	唯动（vidonn）,唯动,防水,Android,null,通用,管理,备件,睡眠,蓝牙,pc,运动,X5,vidonn,卡路里,误够,宝石蓝,取件,ios,智能手环,条码,计步	161.960893855	645	0.277777777778
206	1091327771	新款Hi-PEEL智能手表Hi910G　休闲时尚智能穿戴式手环腕表手机　可打电话设备 玫瑰金白表带 大SIM卡	http://item.jd.com/1091327771.html	时尚,智能,手环	金色,打电话,智能,设备,SIM卡,PEEL,玫瑰,新款,Hi-PEEL,手表,腕表,手机,时尚,Hi,表带,手环,手表手机,金白,Hi910G,休闲,穿戴	1314.0	12	0.166666666667
206	1091327772	新款Hi-PEEL智能手表Hi910G　休闲时尚智能穿戴式手腕环表手机可打电话设备 土豪金 玫瑰金白表带 小SIM卡	http://item.jd.com/1091327772.html	时尚,智能,手环	打电话,手环,PEEL,腕表,手腕,金色,休闲,手机,Hi,表带,设备,穿戴,玫瑰,环表,新款,Hi-PEEL,Hi910G,智能,手表手机,土豪,时尚,SIM卡,手表,金白	1314.0	11	0.166666666667
206	1091327773	新款Hi-PEEL智能手表Hi910G　休闲时尚智能穿戴式手环腕表手机　可打电话设备 玫瑰金黑表带 大SIM卡	http://item.jd.com/1091327773.html	时尚,智能,手环	金色,打电话,智能,设备,Hi910G,PEEL,玫瑰,Hi-PEEL,金黑,手表,腕表,手机,时尚,Hi,表带,手环,手表手机,新款,SIM卡,休闲,穿戴	1314.0	27	0.166666666667
206	1091327774	新款Hi-PEEL智能手表Hi910G　休闲时尚智能穿戴式手腕环表手机可打电话设备 土豪金 玫瑰金黑表带 小SIM卡	http://item.jd.com/1091327774.html	时尚,智能,手环	打电话,手环,PEEL,腕表,手腕,金色,金黑,休闲,手机,Hi,表带,设备,穿戴,玫瑰,环表,新款,Hi-PEEL,Hi910G,智能,手表手机,土豪,时尚,SIM卡,手表	1314.0	27	0.166666666667
206	1095614078	Fitbit Flex无线蓝牙智能手环防水苹果iphone运动睡眠记录器 黑色	http://item.jd.com/1095614078.html	运动,防水,睡眠	Flex,运动,防水,睡眠,蓝牙,智能手环,thing,抢先,爆品,iphone,健康,Fitbit,水运,more-thing,more,黑色,记录器,苹果,无线	908.0	119	0.166666666667
206	1095614080	Fitbit Flex无线蓝牙智能手环防水苹果iphone运动睡眠记录器 蓝色	http://item.jd.com/1095614080.html	运动,防水,睡眠	Flex,蓝色,防水,睡眠,蓝牙,智能手环,thing,运动,iphone,健康,Fitbit,水运,more-thing,more,记录器,苹果,无线	907.333333333	20	0.166666666667
206	1095660454	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 湖人队科比 小号内周长175mm	http://item.jd.com/1095660454.html	运动,时尚,手环	篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,小号,湖人队,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	143	0.166666666667
206	1095660455	NBA 小号手环首发 篮球球星球迷硅胶手圈手环 男款女款通用时尚运动手腕带 湖人队科比 大号内周长190mm	http://item.jd.com/1095660455.html	运动,时尚,手环	篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,大号,小号,湖人队,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	48	0.166666666667
206	1095660456	NBA 小号手环首发 篮球球星球迷硅胶手圈手环 男款女款通用时尚运动手腕带 热火队詹姆斯 小号内周长175mm	http://item.jd.com/1095660456.html	运动,时尚,手环	篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,热火队,球迷,杜兰特,小号手,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	103	0.166666666667
206	1095660457	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 热火队詹姆斯 大号内周长190mm	http://item.jd.com/1095660457.html	运动,时尚,手环	篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,热火队,球迷,杜兰特,小号手,大号,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	38	0.166666666667
206	1095660458	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 尼克斯队安东尼 小号内周长175mm	http://item.jd.com/1095660458.html	运动,时尚,手环	尼克斯队,篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	65	0.166666666667
206	1095660459	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 尼克斯队安东尼 大号内周长190mm	http://item.jd.com/1095660459.html	运动,时尚,手环	尼克斯队,篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,大号,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	15	0.166666666667
206	1095660460	NBA 小号手环首发 篮球球星球迷硅胶手圈手环 男款女款通用时尚运动手腕带 雷霆队杜兰特 小号内周长175mm	http://item.jd.com/1095660460.html	运动,时尚,手环	雷霆,篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	194	0.166666666667
206	1095660461	NBA 小号手环首发 篮球球星球迷硅胶手圈手环 男款女款通用时尚运动手腕带 雷霆队杜兰特 大号内周长190mm	http://item.jd.com/1095660461.html	运动,时尚,手环	雷霆,篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,大号,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	48	0.166666666667
206	1095660462	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 勇士队库里 小号内周长175mm	http://item.jd.com/1095660462.html	运动,时尚,手环	库里,科比,安东尼,女款,手环,男款,周长,勇士队,硅胶,运动,手圈,NBA,篮球,球迷,杜兰特,小号手,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	82	0.166666666667
206	1095660463	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 勇士队库里 大号内周长190mm	http://item.jd.com/1095660463.html	运动,时尚,手环	库里,科比,安东尼,女款,手环,男款,周长,勇士队,硅胶,运动,手圈,NBA,篮球,球迷,杜兰特,小号手,大号,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	13	0.166666666667
206	1095660464	NBA 小号手环首发 篮球球星球迷硅胶手圈手环 男款女款通用时尚运动手腕带 热火队韦德 小号内周长175mm	http://item.jd.com/1095660464.html	运动,时尚,手环	篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,热火队,球迷,杜兰特,小号手,小号,新款,文库,韦德,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	67	0.166666666667
206	1095660465	NBA 小号手环首发 篮球球星球迷硅胶手圈手环 男款女款通用时尚运动手腕带 热火队韦德 大号内周长190mm	http://item.jd.com/1095660465.html	运动,时尚,手环	篮球,科比,安东尼,女款,手环,男款,周长,硅胶,运动,手圈,NBA,热火队,球迷,杜兰特,小号手,大号,小号,新款,文库,韦德,詹姆斯,首发,球星,mm,时尚,手腕带	19.0	22	0.166666666667
206	1095660466	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 骑士队欧文 小号内周长175mm	http://item.jd.com/1095660466.html	运动,时尚,手环	篮球,科比,安东尼,欧文,手环,骑士队,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带,女款	19.0	30	0.166666666667
206	1095660467	NBA 小号手环首发 篮球球星球迷硅胶手圈 男款女款通用时尚运动手腕带 骑士队欧文 大号内周长190mm	http://item.jd.com/1095660467.html	运动,时尚,手环	篮球,科比,安东尼,欧文,手环,骑士队,男款,周长,硅胶,运动,手圈,NBA,球迷,杜兰特,小号手,大号,小号,新款,文库,詹姆斯,首发,球星,mm,时尚,手腕带,女款	19.0	11	0.166666666667
206	1096222700	易悠智能手环穿戴手表腕表健康计步器运动测睡眠防水 蓝牙免提通话 手机通用伴侣 黑色	http://item.jd.com/1096222700.html	运动,防水,睡眠	金色,易悠,Miroad,酷道（Miroad）,防水,eyo,腕表,手机,蓝牙,运动,免提通话,酷道,睡眠,伴侣,智能手环,穿戴,健康,黑色,计步器,手表	893.383934649	412	0.166666666667
206	1096222701	易悠智能手环穿戴手表腕表健康计步器运动测睡眠防水 蓝牙免提通话 手机通用伴侣 香槟金	http://item.jd.com/1096222701.html	运动,防水,睡眠	穿戴,Miroad,香槟金,酷道（Miroad）,伴侣,防水,睡眠,腕表,手机,蓝牙,运动,免提通话,酷道,eyo,手表,白色,健康,智能手环,计步器,易悠	887.901234568	100	0.166666666667
206	1097441	[备件条码:null]ibody 追客 智能手环 运动计步 睡眠健康管理 黑色	http://item.jd.com/1097441.html	运动,计步,睡眠	Management,USB,Sports,iBody,备件,Intelligent,管理,null,ibody,for,Waterproof,Bluetooth,可穿戴,睡眠,Step,健康,计步器,黑色,运动,设备,误够,Calories,取件,ios,高级,智能手环,追客,条码,fo,计步,Bracelet,OTG,Sleep,Gauge	92.956797163	37631	0.166666666667
206	1100135175	more-thing  Jawbone UP 2代智能手环 防水苹果iphone运动睡眠记 黑色 M	http://item.jd.com/1100135175.html	运动,防水,睡眠	防水,睡眠,UP,thing,运动,iphone,智能手环,more-thing,Jawbone,黑色,苹果,more	792.0	19	0.166666666667
206	1100135177	more-thing  Jawbone UP 2代智能手环 防水苹果iphone运动睡眠记 浅蓝色 S	http://item.jd.com/1100135177.html	运动,防水,睡眠	防水,睡眠,UP,thing,运动,iphone,智能手环,more-thing,Jawbone,浅蓝色,苹果,more	1188.0	1	0.166666666667
206	1100135178	more-thing  Jawbone UP 2代智能手环 防水苹果iphone运动睡眠记 浅蓝色 M	http://item.jd.com/1100135178.html	运动,防水,睡眠	防水,睡眠,UP,thing,运动,iphone,智能手环,more-thing,Jawbone,浅蓝色,苹果,more	792.0	3	0.166666666667
206	1107283623	CPRIME BURN 进口科技 运动款手环 时尚腕带手镯 能量平衡腕带男女款通用 白红色 小码160MM	http://item.jd.com/1107283623.html	时尚,运动,手环	CPRIME,进口,红色,MM,手镯,BURN,运动,平衡,时尚,腕带,手环,能量,科技,通用,小码,男女	420.0	7	0.166666666667
206	1107283625	CPRIME BURN 进口科技 运动款手环 时尚腕带手镯 能量平衡腕带男女款通用 白红色 中码180MM	http://item.jd.com/1107283625.html	时尚,运动,手环	CPRIME,进口,红色,MM,手镯,BURN,运动,科技,平衡,时尚,中码,手环,能量,腕带,通用,男女	420.0	5	0.166666666667
206	1108441353	果珈智能手镯 智能手环支持NFC支付低功耗蓝牙一拖二音乐播放 信息通话提醒通知 红色	http://item.jd.com/1108441353.html	运动,智能,手环	果珈（Star5）,信息,健身,手环,低功耗,音乐,通知,通话,蓝牙,运动,支付,电子计步器,播放,男女,NFC,穿戴,一拖二,监测器,Star5,智能手环,支持,提醒,智能,个人,红色,手镯,土豪,追踪,纽扣式,苹果	448.5	8	0.166666666667
206	1109006898	CPRIME旗舰店 CPRIME NEO旗舰版 能量手环 运动手环 能量平衡腕带 硅胶手带 黑紫色-黑扣	http://item.jd.com/1109006898.html	运动手环,时尚,手环	NEO,CPRIME,腕环,黑扣,运动手环,能量,手带,六月,硅胶,平衡,时尚,腕带,发货,手环,手镯,黑紫黑,紫色,旗舰版,旗舰店,男女	680.0	14	0.166666666667
206	1109043934	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 黄色 内存8G版本	http://item.jd.com/1109043934.html	时尚,智能,手环	智能,LED,U盘,橙色,黄色,内存,智能手环,时尚,计步器,多功能,手环,手表,iwatch,版本,情侣手表,D1,学生,喜越	168.0	9	0.166666666667
206	1109043935	喜越 iwatch LED时尚情侣手表U盘 多功能智能手表手环计步器 黄色 内存16G版本	http://item.jd.com/1109043935.html	时尚,智能,手环	智能,LED,U盘,D1,内存,时尚,版本,多功能,手环,手表,iwatch,计步器,情侣手表,黄色,喜越	198.0	4	0.166666666667
206	1109043936	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 黑色 内存8G版本	http://item.jd.com/1109043936.html	时尚,智能,手环	智能,LED,U盘,内存,智能手环,时尚,计步器,多功能,手环,手表,iwatch,版本,情侣手表,D1,黑色,学生,喜越	168.0	60	0.166666666667
206	1109043937	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 黑色 内存16G版本	http://item.jd.com/1109043937.html	时尚,智能,手环	智能,LED,U盘,内存,智能手环,时尚,计步器,多功能,手环,手表,iwatch,版本,情侣手表,D1,黑色,学生,喜越	198.0	15	0.166666666667
206	1109043938	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 蓝色 内存8G版本	http://item.jd.com/1109043938.html	时尚,智能,手环	蓝色,LED,U盘,内存,智能手环,时尚,智能,计步器,多功能,手环,手表,iwatch,版本,情侣手表,D1,学生,喜越	168.0	124	0.166666666667
206	1109043939	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 蓝色 内存16G版本	http://item.jd.com/1109043939.html	时尚,智能,手环	蓝色,LED,U盘,内存,智能手环,时尚,智能,计步器,多功能,手环,手表,iwatch,版本,情侣手表,D1,学生,喜越	198.0	43	0.166666666667
206	1109043940	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 红色 内存8G版本	http://item.jd.com/1109043940.html	时尚,智能,手环	智能,LED,U盘,红色,内存,智能手环,时尚,计步器,多功能,手环,手表,iwatch,版本,情侣手表,学生,喜越	168.0	32	0.166666666667
206	1109043941	喜越 iwatch LED时尚情侣手表U盘 多功能智能手表手环计步器 红色 内存16G版本	http://item.jd.com/1109043941.html	时尚,智能,手环	智能,LED,U盘,红色,内存,时尚,版本,多功能,手环,手表,iwatch,计步器,情侣手表,D1,喜越	198.0	5	0.166666666667
206	1109081115	喜越 iwatch时尚情侣手表 学生LED多功能智能手环U盘计步器 白色 内存8G版本	http://item.jd.com/1109081115.html	时尚,智能,手环	智能,LED,U盘,版本,内存,智能手环,时尚,白色,多功能,手环,手表,iwatch,计步器,情侣手表,D1,学生,喜越	168.0	52	0.166666666667
206	1109081116	喜越 iwatch LED时尚情侣手表U盘 多功能智能手表手环计步器 白色 内存16G版本	http://item.jd.com/1109081116.html	时尚,智能,手环	智能,LED,U盘,版本,内存,时尚,计步器,多功能,手环,手表,iwatch,白色,情侣手表,D1,喜越	198.0	10	0.166666666667
206	1110324431	唯动 智能腕带手环 运动手环计步器睡眠检测/智能手环/测卡路里/电子表 玫红色	http://item.jd.com/1110324431.html	运动手环,智能,卡路里,睡眠,手环	安卓,电子表,玫红色,卡路里,手环,运动手环,唯动,睡眠,以上,谷马匠,智能,计步器,检测,系统,智能手环,设备,支持,腕带,苹果	399.0	6	0.277777777778
206	1110324432	唯动 智能腕带手环 运动手环计步器睡眠检测/智能手环/测卡路里/电子表 苹果手机专用! 黑色	http://item.jd.com/1110324432.html	运动手环,智能,卡路里,睡眠,手环	安卓,电子表,智能,卡路里,手环,运动手环,以上,唯动,苹果手机,睡眠,专用,谷马匠,腕带,计步器,检测,系统,智能手环,设备,支持,黑色,苹果	399.0	14	0.277777777778
206	1110398546	CPRIME旗舰店 CPRIME NEO旗舰版 能量手环 户外运动手环平衡腕带 时尚硅胶手 灰绿色-银扣	http://item.jd.com/1110398546.html	运动手环,时尚,手环	NEO,银扣,灰绿色,运动手环,手镯,手带,CPRIME,硅胶,休闲,平衡,时尚,腕带,手环,能量,旗舰店,户外,手腕带,户外运动,旗舰版,男女	680.0	4	0.166666666667
206	1110405976	CPRIME旗舰店 CPRIME NEO能量手环 运动手环平衡腕带 户外时尚硅胶手带腕环 紫黑色-黑扣	http://item.jd.com/1110405976.html	运动手环,时尚,手环	NEO,CPRIME,紫黑色,黑扣,运动手环,能量,手带,手镯,腕环,时尚,腕带,硅胶,手环,平衡,旗舰店,户外,动平衡,旗舰版,男女	680.0	3	0.166666666667
206	1110407045	CPRIME NEO 时尚硅胶手带 能量手环 平衡腕带运动手环 男女通用 户外休闲必备 蓝白色-银扣	http://item.jd.com/1110407045.html	运动手环,运动,时尚,手环	NEO,银扣,蓝白色,运动手环,手镯,必备,手带,CPRIME,硅胶,休闲,平衡,时尚,腕带,旗舰版,手环,能量,运动,蓝白,户外,男女	680.0	8	0.222222222222
206	1110434600	CPRIME旗舰店 CPRI NEO运动手环 能量手环 硅胶手带 能量平衡腕带 户外配件 红黑色-黑扣	http://item.jd.com/1110434600.html	运动手环,时尚,手环	NEO,CPRIME,CPRI,黑扣,运动手环,能量,手带,手镯,硅胶,时尚,腕带,手环,平衡,配件,旗舰店,户外,黑色,旗舰版,男女	680.0	7	0.166666666667
206	1111264671	CPRIME旗舰店 CPRIME NEO旗舰版 能量手环 运动手环 硅胶平衡腕带手带 橙黑色-黑扣	http://item.jd.com/1111264671.html	运动手环,时尚,手环	NEO,CPRIME,黑扣,运动手环,能量,手带,腕环,时尚,腕带,硅胶,手环,平衡,旗舰店,黑色,旗舰版,手镯	680.0	6	0.166666666667
206	1111267294	CPRIME旗舰店 CPRIME BURN 能量手环 硅胶手镯手带 平衡腕带 户外运动手环 黑黑色205MM	http://item.jd.com/1111267294.html	运动手环,时尚,手环	户外运动,CPRIME,BURN,手镯,MM,能量,手带,硅胶,运动手环,时尚,腕带,手环,平衡,旗舰店,户外,黑色,男女	420.0	2	0.166666666667
206	1111268451	CPRIME BURN 能量手环 硅胶手镯时尚手带 男女通用能量手环 平衡腕带 运动手环 黑紫色小码160MM	http://item.jd.com/1111268451.html	运动手环,时尚,手环	CPRIME,BURN,手环,MM,能量,手带,硅胶,运动手环,时尚,腕带,手腕,手镯,紫色,平衡,小码,男女	420.0	2	0.166666666667
206	1111268453	CPRIME BURN 能量手环 硅胶手镯时尚手带 男女通用能量手环 平衡腕带 运动手环 黑紫色205MM	http://item.jd.com/1111268453.html	运动手环,时尚,手环	CPRIME,BURN,运动手环,手镯,手带,硅胶,MM,时尚,腕带,手环,能量,男女,平衡,紫色	280.0	3	0.166666666667
206	1111270087	CPRIME BURN 时尚硅胶手镯 运动手环手带男女通用 能量手环 平衡腕带户外必备 白红色中码180MM	http://item.jd.com/1111270087.html	运动手环,时尚,手环	CPRIME,BURN,红色,运动手环,能量,必备,手带,硅胶,MM,时尚,中码,手环,手镯,户外,腕带,平衡,男女	420.0	1	0.166666666667
206	1111271844	CPRIME旗舰店 CPRIME BURN 硅胶手镯手带 能量手环 平衡腕带 户外运动手环 数码灰中码180MM	http://item.jd.com/1111271844.html	运动手环,运动,时尚,手环	CPRIME,BURN,MM,能量,手带,手腕带,时尚,硅胶,数码,运动手环,运动,中码,手环,手镯,旗舰店,户外,腕带,平衡	420.0	2	0.222222222222
